recipe_id,country_code,category,recipe_url,difficulty,name_en,info_short_en,info_long_en,wine_short_en,wine_long_en,name_nl,info_short_nl,info_long_nl,wine_short_nl,wine_long_nl,name_de,info_short_de,info_long_de,wine_short_de,wine_long_de,name_fr,info_short_fr,info_long_fr,wine_short_fr,wine_long_fr
my_ikan_bakar_sambal,MY,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/693.jpg,3,Grilled fish,Grilled sambal fish,"Ikan bakar sambal is a traditional Malaysian grilled fish dish in which whole fish is coated or stuffed with spicy sambal and grilled, often in banana leaf, until smoky and tender. It is commonly served hot as a main dish with rice, with extra sambal and lime at the table.",White wine (Riesling),"A dry Riesling or a light lager helps balance the smoky fish and spicy sambal. For a non-alcoholic pairing, serve iced calamansi water or unsweetened jasmine tea.",Gegrilde vis,Gegrilde vis met sambal,"Ikan bakar sambal is een traditioneel Maleisisch gerecht van gegrilde vis waarbij hele vis wordt bedekt of gevuld met pittige sambal en gegrild, vaak in bananenblad, tot rokerig en mals. Het wordt vaak warm geserveerd als hoofdgerecht met rijst, met extra sambal en limoen op tafel.",Witte wijn (Riesling),Een droge Riesling of lichte lager helpt de rokerige vis en pittige sambal in balans te brengen. Alcoholvrij: ijskoud calamansiwater of ongezoete jasmijnthee.,Gegrillter Fisch,Gegrillter Fisch Sambal,"Ikan bakar sambal ist ein traditionelles malaysisches Grillfischgericht, bei dem ganzer Fisch mit scharfem Sambal bestrichen oder gefüllt und oft in Bananenblatt gegrillt wird, bis er rauchig und zart ist. Es wird häufig heiß als Hauptgericht mit Reis serviert, mit zusätzlichem Sambal und Limette am Tisch.",Weißwein (Riesling),"Ein trockener Riesling oder ein leichtes Lager hilft, den rauchigen Fisch und den scharfen Sambal auszubalancieren. Alkoholfrei: gekühltes Calamansi-Wasser oder ungesüßter Jasmintee.",Poisson grillé,Poisson grillé au sambal,Vin blanc (Riesling),Poisson grillé au sambal,Un Riesling sec ou une lager légère aide à équilibrer le poisson fumé et le sambal épicé. Sans alcool : eau glacée au calamansi ou thé au jasmin non sucré.
my_kerabu_mangga,MY,starter,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/694.jpg,1,Mango salad,Tangy mango salad,"Kerabu mangga is a traditional Malaysian mango salad made with shredded unripe mango, shallots, chilies, dried shrimp, and a sweet-sour-salty dressing, often finished with toasted coconut and crushed peanuts. It is typically served as a refreshing starter or side dish alongside rice meals.",White wine (Sauvignon),"A crisp Sauvignon Blanc or a light lager pairs well with the sharp mango and spicy dressing. For a non-alcoholic pairing, serve iced calamansi water or unsweetened jasmine tea.",Mangosalade,Friszure mangosalade,"Kerabu mangga is een traditionele Maleisische mangosalade van geraspte onrijpe mango, sjalot, chilipepers, gedroogde garnalen en een zoet-zout-zure dressing, vaak afgewerkt met geroosterde kokos en grofgehakte pinda’s. Het wordt meestal geserveerd als verfrissend voorgerecht of bijgerecht bij rijstmaaltijden.",Witte wijn (Sauvignon),Een frisse Sauvignon Blanc of lichte lager past goed bij de frisse mango en pittige dressing. Alcoholvrij: ijskoud calamansiwater of ongezoete jasmijnthee.,Mangosalat,Fruchtig-saurer Mangosalat,"Kerabu mangga ist ein traditioneller malaysischer Mangosalat aus geraspelter unreifer Mango, Schalotten, Chilis, getrockneten Garnelen und einem süß-sauer-salzigen Dressing, oft vollendet mit gerösteter Kokosnuss und zerstoßenen Erdnüssen. Er wird typischerweise als erfrischende Vorspeise oder Beilage zu Reisgerichten serviert.",Weißwein (Sauvignon),Ein frischer Sauvignon Blanc oder ein leichtes Lager passt gut zu der säuerlichen Mango und dem würzigen Dressing. Alkoholfrei: gekühltes Calamansi-Wasser oder ungesüßter Jasmintee.,Salade de mangue,Salade mangue acidulée,Vin blanc (Sauvignon),Salade de mangue acidulée,Un Sauvignon Blanc vif ou une lager légère s’accorde bien avec la mangue acidulée et la vinaigrette épicée. Sans alcool : eau glacée au calamansi ou thé au jasmin non sucré.
my_masak_lemak_cili_api,MY,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/695.jpg,3,Ayam masak lemak,Fiery coconut curry,"Ayam masak lemak cili api is a traditional Negeri Sembilan Malaysian chicken curry-stew made with birds eye chilies, fresh turmeric, lemongrass, and coconut milk. It is typically served hot as a home-style main dish with steamed rice, and the gravy is known for its intense heat balanced by rich santan.",White wine (Riesling),"An off-dry Riesling or a light lager helps balance the spicy coconut gravy and aromatic herbs. For a non-alcoholic pairing, serve iced calamansi water or unsweetened barley water.",Ayam masak lemak,Vurige kokoscurry,"Ayam masak lemak cili api is een traditionele Maleisische curry-stoofpot met kip uit Negeri Sembilan, gemaakt met rawitpepers, verse kurkuma, citroengras en kokosmelk. Het wordt meestal warm geserveerd als huiselijk hoofdgerecht met gestoomde rijst, en de saus staat bekend om haar intense hitte in balans met rijke santan.",Witte wijn (Riesling),Een halfdroge Riesling of lichte lager helpt de pittige kokosjus en aromatische kruiden in balans te brengen. Alcoholvrij: ijskoud calamansiwater of ongezoet gerstwater.,Ayam Masak Lemak,Feuriges Kokoscurry,"Ayam masak lemak cili api ist ein traditioneller malaysischer Hähnchen-Curry-Eintopf aus Negeri Sembilan mit Bird’s-Eye-Chilis, frischer Kurkuma, Zitronengras und Kokosmilch. Er wird typischerweise heiß als hausgemachtes Hauptgericht mit gedämpftem Reis serviert, und die Sauce ist für ihre intensive Schärfe bekannt, die durch reichhaltige Santan ausgeglichen wird.",Weißwein (Riesling),"Ein halbtrockener Riesling oder ein leichtes Lager hilft, die scharfe Kokossauce und aromatischen Kräuter auszubalancieren. Alkoholfrei: gekühltes Calamansi-Wasser oder ungesüßtes Gerstenwasser.",Ayam masak lemak,Curry coco relevé,Vin blanc (Riesling),Curry coco bien relevé,Un Riesling demi-sec ou une lager légère aide à équilibrer la sauce coco épicée et les herbes aromatiques. Sans alcool : eau glacée au calamansi ou eau d’orge non sucrée.
my_nasi_kandar,MY,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/696.jpg,4,Nasi kandar,Penang curry rice plate,"Nasi kandar is a traditional Penang Malaysian rice meal built around steamed rice served with fried chicken, vegetable sides, and multiple curries ladled over the plate. It is commonly eaten for lunch or dinner at nasi kandar shops, with kuah campur mixed gravies soaking into the rice.",Beer (Lager),"A light lager or an off-dry Riesling helps balance the spiced fried chicken and rich mixed curries. For a non-alcoholic pairing, serve iced lime water or unsweetened teh o ais.",Nasi kandar,Curryrijstschotel Penang,"Nasi kandar is een traditionele Maleisische rijstmaaltijd uit Penang met gestoomde rijst, geserveerd met gefrituurde kip, groentebijgerechten en meerdere curry’s over het bord geschept. Het wordt vaak gegeten als lunch of diner in nasi-kandarzaken, waarbij gemengde kuah campur-sauzen in de rijst trekken.",Bier (Lager),Een lichte lager of halfdroge Riesling helpt de gekruide gebakken kip en rijke gemengde curry’s in balans te brengen. Alcoholvrij: ijskoud limoenwater of ongezoete teh o ais.,Nasi Kandar,Curry-Reisteller Penang,"Nasi kandar ist eine traditionelle malaysische Reismahlzeit aus Penang mit gedämpftem Reis, serviert mit gebratenem Huhn, Gemüsebeilagen und mehreren Currys, die über den Teller geschöpft werden. Es wird häufig zum Mittag- oder Abendessen in Nasi-Kandar-Lokalen gegessen, wobei gemischte Kuah-Campur-Saucen in den Reis einziehen.",Bier (Lager),"Ein leichtes Lager oder halbtrockener Riesling hilft, das gewürzte Brathähnchen und die reichhaltigen gemischten Currys auszubalancieren. Alkoholfrei: gekühltes Limettenwasser oder ungesüßter Teh O Ais.",Nasi kandar,Assiette riz curry Penang,Bière (Lager),Assiette de riz au curry de Penang,Une lager légère ou un Riesling demi-sec aide à équilibrer le poulet frit épicé et les currys mélangés riches. Sans alcool : eau glacée au citron vert ou teh o ais non sucré.
my_nasi_kerabu,MY,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/697.jpg,5,Nasi kerabu,Blue herb rice platter,"Nasi kerabu is a traditional Kelantan Malaysian rice meal built around blue-tinted rice, fresh ulam herbs and vegetables, sambal kelapa ikan, kuah tumis, budu sauce, and solok lada. It is served as a complete main dish for breakfast or lunch, with layered herbs, savory fish-coconut topping, and mixed sauces over the rice.",Beer (Lager),"A light lager or an off-dry Riesling can balance the herbal rice and rich spicy condiments. For a non-alcoholic pairing, serve iced calamansi water or unsweetened jasmine tea.",Nasi kerabu,Rijst met blauwe kruiden,"Nasi kerabu is een traditionele Maleisische rijstmaaltijd uit Kelantan met blauw gekleurde rijst, verse ulam-kruiden en groenten, sambal kelapa ikan, kuah tumis, budusaus en solok lada. Het wordt geserveerd als volledig hoofdgerecht voor ontbijt of lunch, met laagjes kruiden, een hartige vis-kokostopping en gemengde sauzen over de rijst.",Bier (Lager),Een lichte lager of halfdroge Riesling kan de kruidige rijst en rijke pittige sambals mooi in balans brengen. Alcoholvrij: ijskoud calamansiwater of ongezoete jasmijnthee.,Nasi Kerabu,Reisplatte blaue Kräuter,"Nasi kerabu ist eine traditionelle malaysische Reismahlzeit aus Kelantan mit bläulich gefärbtem Reis, frischen Ulam-Kräutern und Gemüse, Sambal kelapa ikan, Kuah tumis, Budu-Sauce und Solok lada. Es wird als vollständiges Hauptgericht zum Frühstück oder Mittagessen serviert, mit Kräuterschichten, herzhafter Fisch-Kokos-Auflage und gemischten Saucen über dem Reis.",Bier (Lager),Ein leichtes Lager oder halbtrockener Riesling kann den kräuterigen Reis und die reichhaltigen würzigen Beilagen gut ausbalancieren. Alkoholfrei: gekühltes Calamansi-Wasser oder ungesüßter Jasmintee.,Nasi kerabu,Plateau riz herbes bleues,Bière (Lager),Plateau de riz aux herbes bleues,Une lager légère ou un Riesling demi-sec peut bien équilibrer le riz aux herbes et les condiments riches et épicés. Sans alcool : eau glacée au calamansi ou thé au jasmin non sucré.
my_nasi_lemak,MY,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/698.jpg,3,Nasi lemak,Coconut rice set,"Nasi lemak is a traditional Malaysian rice meal centered on fragrant coconut milk rice cooked with pandan and served with sambal, fried anchovies, roasted peanuts, cucumber, and boiled eggs. It is commonly eaten for breakfast but also served throughout the day as a complete main dish.",Beer (Lager),"A light lager or an off-dry Riesling can balance the rich coconut rice and spicy sambal. For a non-alcoholic pairing, serve hot teh o or iced calamansi water.",Nasi lemak,Kokosrijstschotel,"Nasi lemak is een traditionele Maleisische rijstmaaltijd met geurige rijst gekookt in kokosmelk en pandan, geserveerd met sambal, gefrituurde ansjovis, geroosterde pinda’s, komkommer en gekookte eieren. Het wordt vaak als ontbijt gegeten, maar ook de hele dag door geserveerd als volwaardig hoofdgerecht.",Bier (Lager),Een lichte lager of halfdroge Riesling kan de rijke kokosrijst en pittige sambal mooi in balans brengen. Alcoholvrij: hete teh o of ijskoud calamansiwater.,Nasi Lemak,Kokosreis-Set,"Nasi lemak ist eine traditionelle malaysische Reismahlzeit mit duftendem, in Kokosmilch und Pandan gekochtem Reis, serviert mit Sambal, frittierten Sardellen, gerösteten Erdnüssen, Gurke und gekochten Eiern. Es wird häufig zum Frühstück gegessen, aber auch den ganzen Tag über als vollständiges Hauptgericht serviert.",Bier (Lager),Ein leichtes Lager oder halbtrockener Riesling kann den reichhaltigen Kokosreis und den scharfen Sambal gut ausbalancieren. Alkoholfrei: heißer Teh O oder gekühltes Calamansi-Wasser.,Nasi lemak,Assiette de riz coco,Bière (Lager),Assiette de riz au coco,Une lager légère ou un Riesling demi-sec peut bien équilibrer le riz coco riche et le sambal épicé. Sans alcool : teh o chaud ou eau glacée au calamansi.
my_otak_otak,MY,starter,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/699.jpg,4,Otak-otak,Leaf-grilled fish custard,"Otak-otak is a traditional Malaysian and Nyonya spiced fish paste wrapped in leaf parcels and grilled until smoky and fragrant. It is commonly served hot as a snack or starter, especially with a soft custardy interior and lightly charred leaf aroma.",White wine (Riesling),"A dry Riesling or a light lager balances the smoky fish, coconut richness, and chili spice. For a non-alcoholic pairing, serve hot jasmine tea or iced lime water.",Otak-otak,In blad gegrilde viscust.,"Otak-otak is een traditionele Maleisische en Nyonya gekruide vispasta, verpakt in bladpakketjes en gegrild tot rokerig en geurig. Het wordt vaak warm geserveerd als snack of voorgerecht, vooral gewaardeerd om de zachte, custardachtige binnenkant en het licht geroosterde bladaroma.",Witte wijn (Riesling),"Een droge Riesling of lichte lager brengt de rokerige vis, rijke kokos en chilipittigheid mooi in balans. Alcoholvrij: hete jasmijnthee of ijskoud limoenwater.",Otak-Otak,Fischpudding im Blatt,"Otak-otak ist eine traditionelle malaysische und Nyonya gewürzte Fischpaste, die in Blätter gewickelt und gegrillt wird, bis sie rauchig und aromatisch ist. Sie wird häufig heiß als Snack oder Vorspeise serviert, besonders wegen ihres weichen, puddingartigen Inneren und des leicht angekohlten Blätteraromas.",Weißwein (Riesling),"Ein trockener Riesling oder ein leichtes Lager balanciert den rauchigen Fisch, die Kokosfülle und die Chilischärfe aus. Alkoholfrei: heißer Jasmintee oder gekühltes Limettenwasser.",Otak-otak,Flan poisson en feuille,Vin blanc (Riesling),Flan de poisson grillé en feuille,"Un Riesling sec ou une lager légère équilibre bien le poisson fumé, la richesse de la noix de coco et le piquant du piment. Sans alcool : thé au jasmin chaud ou eau glacée au citron vert."
my_pengat_pisang,MY,dessert,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/700.jpg,1,Pengat pisang,Banana coconut dessert,"Pengat pisang is a traditional Malaysian banana dessert in which ripe bananas are simmered in a sweet coconut milk and palm sugar broth scented with pandan. It is commonly served warm as a dessert or tea-time sweet, with a soft texture and rich caramel-like coconut flavor.",Moscato dAsti,"A lightly sweet Moscato dAsti or a light wheat beer pairs gently with the coconut and palm sugar notes. For a non-alcoholic pairing, serve hot ginger tea or unsweetened jasmine tea.",Pengat pisang,Bananendessert met kokos,"Pengat pisang is een traditioneel Maleisisch bananendessert waarbij rijpe bananen sudderen in een zoete bouillon van kokosmelk en palmsuiker met pandan. Het wordt vaak warm geserveerd als dessert of zoete traktatie bij thee, met een zachte textuur en rijke kokos-karamelsmaak.",Moscato d'Asti,Een lichtzoete Moscato d’Asti of licht witbier past mooi bij de kokos- en palmsuikertonen. Alcoholvrij: hete gemberthee of ongezoete jasmijnthee.,Pengat Pisang,Bananen-Dessert Kokos,"Pengat pisang ist ein traditionelles malaysisches Bananendessert, bei dem reife Bananen in einer süßen, mit Pandan aromatisierten Kokosmilch-Palmzucker-Sauce geköchelt werden. Es wird häufig warm als Dessert oder süße Teatime-Speise serviert, mit weicher Textur und reichhaltigem, karamellartigem Kokosgeschmack.",Moscato d'Asti,Ein leicht süßer Moscato d’Asti oder leichtes Weizenbier passt sanft zu den Noten von Kokosnuss und Palmzucker. Alkoholfrei: heißer Ingwertee oder ungesüßter Jasmintee.,Pengat pisang,Dessert banane-coco,Moscato d'Asti,Dessert banane-coco,Un Moscato d’Asti légèrement doux ou une bière de blé légère s’accorde délicatement avec les notes de noix de coco et de sucre de palme. Sans alcool : thé au gingembre chaud ou thé au jasmin non sucré.
my_sago_gula_melaka,MY,dessert,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/701.jpg,1,Sago gula Melaka,Sago gula melaka,Sago gula melaka is a traditional Malaysian dessert of cooked sago pearls set into soft pudding portions and served with rich coconut milk and a dark palm sugar syrup made from gula melaka. It is commonly served chilled as a light dessert or tea-time sweet in warm weather.,Moscato dAsti,"A lightly sweet Moscato dAsti or a mild wheat beer pairs gently with the caramel notes of gula melaka and coconut. For a non-alcoholic pairing, serve hot pandan tea or unsweetened jasmine tea.",Sago gula Melaka,Sago met gula melaka,"Sago gula melaka is een traditioneel Maleisisch dessert van gekookte sagoparels die opstijven tot zachte puddingporties, geserveerd met rijke kokosmelk en een donkere palmsuikersiroop van gula melaka. Het wordt vaak gekoeld geserveerd als licht dessert of zoete lekkernij bij thee in warm weer.",Moscato d'Asti,Een lichtzoete Moscato d’Asti of mild witbier past mooi bij de karameltonen van gula melaka en kokos. Alcoholvrij: hete pandanthee of ongezoete jasmijnthee.,Sago Gula Melaka,Sago mit Gula Melaka,"Sago gula melaka ist ein traditionelles malaysisches Dessert aus gekochten Sagoperlen, die zu weichen Puddingportionen geformt und mit reichhaltiger Kokosmilch sowie einem dunklen Palmzuckersirup aus Gula Melaka serviert werden. Es wird häufig gekühlt als leichtes Dessert oder süße Teatime-Speise bei warmem Wetter serviert.",Moscato d'Asti,Ein leicht süßer Moscato d’Asti oder mildes Weizenbier passt sanft zu den Karamellnoten von Gula Melaka und Kokosnuss. Alkoholfrei: heißer Pandantee oder ungesüßter Jasmintee.,Sago gula Melaka,Sago au gula melaka,Moscato d'Asti,Sago au gula melaka,Un Moscato d’Asti légèrement doux ou une bière de blé douce s’accorde délicatement avec les notes de caramel du gula melaka et de la noix de coco. Sans alcool : thé au pandan chaud ou thé au jasmin non sucré.
my_satay,MY,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/702.jpg,2,Chicken satay,Grilled satay classic,"Satay is a traditional Malaysian grilled skewered meat dish, commonly made with turmeric-spiced chicken and served with peanut sauce, cucumber, onion, and ketupat rice cakes. It is typically served hot as a main dish or shared platter, especially at gatherings and evening meals.",Beer (Lager),"A light lager or an off-dry Riesling balances the smoky grilled chicken and rich peanut sauce. For a non-alcoholic pairing, serve iced calamansi water or unsweetened jasmine tea.",Kipsaté,Klassieke gegrilde saté,"Satay is een traditioneel Maleisisch gerecht van gegrild vlees aan spiesjes, vaak gemaakt met kip gekruid met kurkuma en geserveerd met pindasaus, komkommer, ui en ketupat. Het wordt meestal warm geserveerd als hoofdgerecht of gedeelde schotel, vooral bij bijeenkomsten en avondmaaltijden.",Bier (Lager),Een lichte lager of halfdroge Riesling brengt de rokerige gegrilde kip en rijke pindasaus mooi in balans. Alcoholvrij: ijskoud calamansiwater of ongezoete jasmijnthee.,Hähnchensatay,Klassisches Satay,"Satay ist ein traditionelles malaysisches Gericht aus gegrilltem Fleisch am Spieß, häufig mit kurkumagewürztem Huhn zubereitet und mit Erdnusssauce, Gurke, Zwiebel und Ketupat serviert. Es wird typischerweise heiß als Hauptgericht oder Platte zum Teilen serviert, besonders bei Zusammenkünften und Abendmahlzeiten.",Bier (Lager),Ein leichtes Lager oder halbtrockener Riesling balanciert das rauchige Grillhähnchen und die reichhaltige Erdnusssauce aus. Alkoholfrei: gekühltes Calamansi-Wasser oder ungesüßter Jasmintee.,Satay de poulet,Satay grillé classique,Bière (Lager),"Satay grillé, grand classique",Une lager légère ou un Riesling demi-sec équilibre bien le poulet grillé fumé et la sauce aux cacahuètes riche. Sans alcool : eau glacée au calamansi ou thé au jasmin non sucré.
mm_danbauk,MM,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/703.jpg,4,Danbauk,Burmese biryani plate,"Danbauk is a traditional Myanmar biryani-style rice dish of fragrant long-grain rice cooked with spiced chicken, yogurt, and aromatics, often enriched with fried onions, raisins, peas, and cashews. It is commonly served for gatherings and festive meals with a fresh salad and a light soup on the side.",White wine (Riesling),An aromatic white such as Riesling or Gewurztraminer pairs well with the mild spices and rich chicken rice. Beer pairing: light lager. Non-alcoholic pairing: lime soda or cold black tea.,Danbauk,Birmese biryanischotel,"Danbauk is een traditioneel Myanmarees rijstgerecht in biryani-stijl met geurige langkorrelrijst gekookt met gekruide kip, yoghurt en aromaten, vaak verrijkt met gebakken ui, rozijnen, erwten en cashewnoten. Het wordt vaak geserveerd bij bijeenkomsten en feestmaaltijden met een frisse salade en een lichte soep erbij.",Witte wijn (Riesling),Een aromatische witte wijn zoals Riesling of Gewurztraminer past goed bij de milde specerijen en rijke kiprijst. Bierpairing: lichte lager. Alcoholvrij: limoensoda of koude zwarte thee.,Danbauk,Burmesischer Biryani-Teller,"Danbauk ist ein traditionelles myanmarisches Reisgericht im Biryani-Stil aus duftendem Langkornreis, gekocht mit gewürztem Huhn, Joghurt und Aromaten, oft verfeinert mit Röstzwiebeln, Rosinen, Erbsen und Cashews. Es wird häufig bei Zusammenkünften und festlichen Mahlzeiten mit frischem Salat und einer leichten Suppe serviert.",Weißwein (Riesling),Ein aromatischer Weißwein wie Riesling oder Gewürztraminer passt gut zu milden Gewürzen und dem reichhaltigen Hühnerreis. Bierbegleitung: leichtes Lager. Alkoholfrei: Limettensoda oder kalter schwarzer Tee.,Danbauk,Assiette biryani birman,Vin blanc (Riesling),Assiette de biryani birman,Un blanc aromatique comme un Riesling ou un Gewurztraminer s’accorde bien avec les épices douces et le riche riz au poulet. Bière : lager légère. Sans alcool : soda au citron vert ou thé noir froid.
mm_kyaukkyaw,MM,dessert,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/704.jpg,2,Kyauk kyaw,Layered agar jelly,"Kyauk kyaw is a traditional Myanmar agar jelly dessert, commonly made in layered form with a coconut milk layer and a lightly scented clear layer, then chilled and cut into pieces. It is served cold as a refreshing sweet at home and on festive tables, especially in warm weather.",Green tea,"Kyauk kyaw is usually served with tea rather than wine, and plain green tea balances its sweetness well. Non-alcoholic pairing: hot Burmese green tea or chilled jasmine tea.",Kyauk kyaw,Gelaagde agar-gelei,"Kyauk kyaw is een traditioneel Myanmarees agar-dessert, vaak in laagjes gemaakt met een laag kokosmelk en een licht geparfumeerde heldere laag, daarna gekoeld en in stukken gesneden. Het wordt koud geserveerd als verfrissend zoet thuis en op feestelijke tafels, vooral bij warm weer.",Groene thee,"Kyauk kyaw wordt meestal met thee geserveerd in plaats van wijn, en gewone groene thee brengt de zoetheid mooi in balans. Alcoholvrij: hete Birmese groene thee of gekoelde jasmijnthee.",Kyauk Kyaw,Geschichtetes Agar-Gelee,"Kyauk kyaw ist ein traditionelles myanmarisches Agar-Gelee-Dessert, häufig geschichtet mit einer Kokosmilchschicht und einer leicht aromatisierten klaren Schicht, dann gekühlt und in Stücke geschnitten. Es wird kalt als erfrischende Süßspeise zu Hause und auf festlichen Tafeln serviert, besonders bei warmem Wetter.",Grüner Tee,"Kyauk Kyaw wird meist eher mit Tee als mit Wein serviert, und einfacher grüner Tee balanciert seine Süße gut aus. Alkoholfrei: heißer burmesischer Grüntee oder gekühlter Jasmintee.",Kyauk kyaw,Gelée d’agar en couches,Thé vert,Gelée d’agar en couches,"Le kyauk kyaw est généralement servi avec du thé plutôt qu’avec du vin, et un thé vert nature équilibre bien sa douceur. Sans alcool : thé vert birman chaud ou thé au jasmin bien frais."
mm_laphet_thoke,MM,starter,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/705.jpg,2,Lahpet thoke,Fermented tea salad,"Lahpet thoke is a traditional Myanmar fermented tea leaf salad made by combining seasoned pickled tea leaves with crisp vegetables, fried garlic, peanuts, sesame seeds, and crunchy legumes. It is commonly served as a shared salad or snack, especially with tea, and is known for its contrast of bitter, sour, salty, spicy, and crunchy elements.",Green tea,"Lahpet thoke is traditionally paired with plain Burmese green tea rather than wine. If serving wine, a very light aromatic white can work. Non-alcoholic pairing: hot Burmese green tea.",Lahpet thoke,Salade met gefermenteerde thee,"Lahpet thoke is een traditionele Myanmarese salade van gefermenteerde theebladeren, gemaakt met gekruide ingelegde theebladeren, knapperige groenten, gebakken knoflook, pinda’s, sesamzaad en krokante peulvruchten. Het wordt vaak geserveerd als gedeelde salade of snack, vooral bij thee, en staat bekend om het contrast van bitter, zuur, zout, pittig en knapperig.",Groene thee,"Lahpet thoke wordt traditioneel gecombineerd met gewone Birmese groene thee in plaats van wijn. Als je wijn serveert, kan een heel lichte aromatische witte wijn werken. Alcoholvrij: hete Birmese groene thee.",Lahpet Thoke,Salat mit fermentiertem Tee,"Lahpet thoke ist ein traditioneller myanmarischer Salat aus fermentierten Teeblättern, bei dem gewürzte eingelegte Teeblätter mit knackigem Gemüse, frittiertem Knoblauch, Erdnüssen, Sesamsamen und knusprigen Hülsenfrüchten kombiniert werden. Er wird häufig als geteilter Salat oder Snack, besonders zu Tee, serviert und ist bekannt für den Kontrast aus bitteren, sauren, salzigen, scharfen und knusprigen Elementen.",Grüner Tee,"Lahpet Thoke wird traditionell eher mit einfachem burmesischem Grüntee als mit Wein kombiniert. Wenn Sie Wein servieren, kann ein sehr leichter aromatischer Weißwein funktionieren. Alkoholfrei: heißer burmesischer Grüntee.",Lahpet thoke,Salade de thé fermenté,Thé vert,Salade de thé fermenté,"Le lahpet thoke est traditionnellement accompagné de thé vert birman nature plutôt que de vin. Si vous servez du vin, un blanc aromatique très léger peut convenir. Sans alcool : thé vert birman chaud."
mm_mohinga,MM,main,https://cdn.shopify.com/s/files/1/1029/8785/8269/files/706.jpg,4,Mohinga,Fish noodle soup,"Mohinga is a traditional Myanmar rice noodle soup with a fragrant fish broth thickened lightly with toasted chickpea flour and scented with lemongrass, garlic, and ginger. It is widely eaten for breakfast and also served throughout the day with rice noodles, boiled egg, lime, herbs, and crunchy fritters.",White wine (Riesling),"Mohinga is traditionally paired with tea rather than wine, but a light aromatic white such as Riesling can work with the herbal fish broth. Non-alcoholic pairing: hot Burmese green tea.",Mohinga,Noedelsoep met vis,"Mohinga is een traditionele Myanmarese rijstnoedelsoep met een geurige visbouillon die licht wordt gebonden met geroosterd kikkererwtenmeel en op smaak gebracht met citroengras, knoflook en gember. Het wordt veel gegeten als ontbijt en ook de hele dag door geserveerd met rijstnoedels, gekookt ei, limoen, kruiden en knapperige beignets.",Witte wijn (Riesling),"Mohinga wordt traditioneel met thee gecombineerd in plaats van wijn, maar een lichte aromatische witte wijn zoals Riesling kan goed werken bij de kruidige visbouillon. Alcoholvrij: hete Birmese groene thee.",Mohinga,Fisch-Nudelsuppe,"Mohinga ist eine traditionelle myanmarische Reisnudelsuppe mit einer aromatischen Fischbrühe, die leicht mit geröstetem Kichererbsenmehl gebunden und mit Zitronengras, Knoblauch und Ingwer gewürzt wird. Sie wird weit verbreitet zum Frühstück gegessen und den ganzen Tag über mit Reisnudeln, gekochtem Ei, Limette, Kräutern und knusprigen Frittern serviert.",Weißwein (Riesling),"Mohinga wird traditionell eher mit Tee als mit Wein kombiniert, aber ein leichter aromatischer Weißwein wie Riesling kann gut zur kräuterigen Fischbrühe passen. Alkoholfrei: heißer burmesischer Grüntee.",Mohinga,Soupe nouilles-poisson,Vin blanc (Riesling),Soupe de nouilles au poisson,"Le mohinga est traditionnellement accompagné de thé plutôt que de vin, mais un blanc léger et aromatique comme un Riesling peut bien fonctionner avec le bouillon de poisson aux herbes. Sans alcool : thé vert birman chaud."
